handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
ehrlichja,Andrew Ehrlich,2619,804,1,1,266,52,11,168
BigDataU,Big Data University,1021,22,0,1,7,0,50,876
ofermend,Ofer Mendelevitch,1602,123,1,1,418,18,13,183
ryu_kobayashi,Ryu Kobayashi,1788,21488,0,1,234,53,129,851
SaschaDittmann,Sascha Dittmann ☁,1630,3782,1,1,414,3,31,527
linklabs,ǝɔuǝnʃɟʞuıʃ,1168,311,1,1,169,0,13,180
Pe_D,Peter Dickten,2237,3179,1,1,680,77,25,343
hadoopisgreat,hadoop,1661,0,0,0,10,0,1,20
BigDataSG,BigDataSG,873,115,0,1,114,0,23,394
CliveWhit,Clive Whittaker,1030,529,1,1,995,42,8,352
SQLJon,Jon Bloom,1309,2861,1,1,367,56,31,396
markkerzner,Mark Kerzner,2227,1380,0,1,93,1,19,240
CloudAtCMU,CloudComputing@CMU,1795,24,1,1,10,0,19,257
choas,Lars Gregori,2236,1555,1,1,153,21,17,135
miladcerkic,Milad Čerkić,2191,986,1,1,313,3064,12,230
sowe,Rafael Valenzuela ,1914,12176,1,1,672,830,15,213
xplenty,Xplenty,676,373,1,1,71,3,23,162
cinequant,Cinequant,1153,159,0,1,453,2,10,264
EnterpriseIQ,EnterpriseIQ ,1529,390,1,1,460,5,19,360
Insidedctm,Robin East,1508,1248,1,1,380,22,35,323
JulianHi,JulianHi,946,1090,0,1,493,446,15,512
marcuspoehls,Marcus Pöhls,1385,3244,1,1,738,442,11,184
jcsears,Justin Sears,1812,841,0,1,173,170,11,137
UmaMaheswaraG,Uma Maheswara Rao G,1007,54,0,1,152,1,2,103
JohnM_Haddad,John Haddad,1704,391,0,1,216,2,20,285
lespider,B Chen,966,1469,0,1,637,25,31,881
ramyasunil,Ramya Sunil,1476,232,0,1,81,5,16,647
noddy_uk,James Grant,1758,184,1,1,93,1,8,160
moniquesherman,Monique Sherman,2121,136,1,1,268,0,17,117
billglennon,Bill Glennon,1313,282,1,1,623,64,10,152
_nipra,Nikhil Prabhakar,1365,4779,1,1,989,431,21,234
eissonnie,mark meissonnier,1846,285,1,1,354,1,9,157
jsswope,Jeff ,1925,9541,1,1,2001,6781,32,964
tim_kc_ng,tim ng,1793,3838,1,1,837,74,12,575
mkataigi,makoto kataigi,2531,9206,1,1,216,1200,57,513
GoDataDriven,Go Data Driven,432,18,1,1,7,0,7,90
ohshazbot,John Vines,2186,6248,1,1,171,64,22,262
ravensnowbird,Vivek,1696,12768,1,1,322,2758,19,476
Haha_Dad,Taeyoung Lim,1925,830,1,1,818,701,27,478
KaiWaehner,Kai Wähner,1298,3979,1,1,67,46,35,614
heboyme,he boy me,1042,27105,1,1,551,1152,10,3999
orawiss,Wissem El Khlifi,1206,2581,0,1,194,141,35,495
JCMackin,JC Mackin,2290,749,1,1,1028,18,17,396
tamtam180,たむたむ,2380,26541,1,1,309,241,72,693
pkarya,Pamela Arya,1753,88,0,1,241,28,6,112
RobinVerl,Robin Verlangen,1443,1825,1,1,1045,6,22,454
Calpont,Calpont,1858,608,1,1,325,1,35,426
datatorrent,DataTorrent Inc.,436,80,0,1,44,4,13,146
mikuriya,御厨 寛人,2561,2084,1,1,96,25,30,471
tlrx,Tanguy Leroux,1319,821,1,1,308,60,13,303
kernel023,Tatsuo Kawasαki,1408,6130,0,1,328,391,67,651
Scott_Armstrong,Scott Armstrong,1920,1022,0,1,359,13,6,179
stefbauer,Stefan Bauer,1840,1503,1,1,408,13,33,424
pramodbiligiri,Pramod Biligiri,2349,1754,0,1,109,223,9,128
deniszh,Denis Zhdanov,2099,1723,0,1,740,29,10,375
rogermathis,Roger Mathis,1919,1344,1,1,804,8,23,437
vbehar,Vincent Behar,1763,967,0,1,99,566,5,151
arron_green,Arron Green,2104,741,1,1,321,21,3,154
ambuds,Ambud,1484,247,1,0,138,18,2,36
nagix,草薙 昭彦,1243,1240,1,1,88,4,32,344
stuhorsman,Stuart Horsman,1804,483,0,1,243,55,10,144
trihug,Triangle HadoopUsers,1526,100,1,1,44,1,17,249
iNilesh,Nilesh Ratnaparkhi,1865,459,1,1,205,4,16,155
larsniel,Lars Nielsen,981,948,1,1,103,14,18,284
vamview,id:vamview,1749,2959,0,1,1014,149,18,405
HadoopAnalyst,HadoopAnalyst,34,0,0,0,17,0,0,1
dbist,Artem Ervits,2331,1350,1,1,175,545,23,267
yhemanth,Hemanth Yamijala,1866,481,1,1,62,11,5,158
BizCloud,BizCloud ,1901,5537,1,1,12385,777,99,11944
DataRoket,DataRoket,1414,1052,1,1,688,0,16,408
tomlous,Tom Lous,1645,776,1,1,204,44,5,4860
Qubole_Walt,Walter Paley,563,1008,1,1,363,639,9,1301
earenas,Eric Arenas,1862,306,1,1,507,5,17,246
S4RK,rajeshkumar,1935,893,0,1,147,38,10,224
dipset25,hadoop awad,1853,0,0,0,0,0,2,21
onnix,Onno on Linux,1897,1349,0,1,101,116,40,1029
uweseiler,Uwe Seiler,2026,4272,1,1,1124,214,24,435
sauravpoudel,Saurav Poudel,1890,6964,0,1,291,1259,16,534
michaelisvy,michaelisvy,1997,424,0,1,121,0,28,266
Urantian,Michael Reynolds,2224,310,1,1,909,0,14,784
andrewallaway,Andrew Allaway,272,97,0,1,109,80,6,52
iAHadoop,iA Hadoop,330,2,0,0,3,0,0,5
whale_shark,じんべえざめ@東京,2209,34126,1,1,559,163,64,573
Big_Analytics,Big Analytics,792,508,1,1,104,12,30,270
hrsm1979,すみひろし,2057,4464,1,1,679,26,29,530
cheolhee,cheolhee,1795,2713,1,1,459,426,12,353
ABuckenhofer,Andreas Buckenhofer,772,665,1,1,813,134,7,198
snorterboy,Pete Keeley,1919,5943,1,1,463,64,6,339
randeepbhatia,Randeep S Bhatia,1751,206,1,1,698,4,3,167
ravisRealm,Raviteja Chirala,1789,11596,1,1,427,274,13,491
killerwhile,Killerwhile,2348,210,0,1,193,3,3,126
RistoSaplamaev,Risto Saplamaev,1030,363,1,1,563,97,8,576
yorozuyah,yorozuyah,1842,2952,1,1,1348,3,16,1015
Ercan__Yilmaz,Ercan Yilmaz,791,1070,0,1,156,14,13,196
jagane,Jagane Sundar,1723,61,0,1,79,0,9,131
caroljmcdonald,caroljmcdonald,2444,482,1,1,184,6,19,223
Dataguise,Dataguise ,1865,190,1,1,50,1,7,139
yoshimov,NOMURA Yoshihide,2598,11518,0,1,488,234,9,272
premal_mag,Premal Shah,1956,87,1,1,111,2,4,84
quux00,Michael Peterson,1145,1166,1,1,123,78,12,93
fintis,Osahon Jeff,1868,1386,1,1,310,43,13,2903
lcappadev,Luis Cappa,1131,714,1,1,158,29,4,120
dfannin,dfannin,2300,62,1,1,255,7,6,68
BKersteter,Bart Kersteter,447,322,0,1,210,34,5,81
vishigondi,Vishi Gondi,2617,674,1,1,393,0,17,199
andrealeo83,andrea leo,1710,595,0,1,442,96,5,275
pjam76,Peter J.,2564,3331,1,1,735,6,15,296
mskerryschaffer,Kerry Schaffer,360,551,1,1,502,84,11,434
searchzakir,Zakir Shaikh,1839,1300,1,1,1941,86,12,348
pingKate,Kate Lawrence,1944,492,1,1,62,5,36,199
HadoopArmenia,Hadoop-Armenia,939,0,0,0,6,0,0,31
sudabon,Yukinori 'Bon' SUDA,1560,7443,1,1,421,196,21,449
techvignesh,Vignesh Varadharajan,1571,1106,1,1,364,116,4,389
ClouderaJP,Cloudera Japan,1029,469,1,1,10,2,41,476
Ijokarumawak,Koji Kawamura,1504,1699,0,1,267,56,14,214
tanjiaqi,Jiaqi Tan,1834,302,1,1,138,2,8,86
pei1290,pei1290,1640,7658,1,1,333,11011,69,583
V3Training,V3OnlineTraining,1581,492,1,1,1538,0,12,420
tomonoria,TomonoriARAKAKI,1529,30990,0,1,322,630,40,306
pradeep2002gs,Pradeep Kumar GS,1759,552,1,1,962,4,8,228
HonorGod,Bob Gibson,1946,2169,1,1,166,27,10,108
djared,David Jared,2478,268,1,1,53,0,1,52
ksudhanshu,Kumar Sudhanshu,1836,463,1,1,138,20,6,135
SlimTebourbi,Slim Tebourbi,1906,1210,1,1,214,373,17,219
adamgray1234,Adam Gray,1379,35,0,1,104,0,11,92
AhmedArboun,Ahmed Amine Arboun,856,103,0,1,1624,8,15,291
galvarado89,Guillermo Alvarado,1528,2459,1,1,541,551,6,580
masao_classcat,Masashi Okumura,894,198,1,1,358,16,15,262
john_maverick,Dominik Benz,2051,1121,0,1,162,51,15,160
_dbeech,Dave Beech,1272,485,1,1,291,60,8,132
willpdp,WillPDP,470,1700,1,1,727,110,9,150
appfluent,Appfluent Technology,1771,331,1,1,307,74,22,237
strongnuclear,StrongNuclear,1664,401,1,1,1662,519,6,314
malderhout,Maikel Alderhout,1866,4200,1,1,444,2,6,270
innerzeal,Venkatesh Seetharam,1142,186,0,1,152,18,9,99
lars_francke,Lars Francke,2401,207,0,1,86,2,10,113
masazumi_koga,Masazumi Koga こがまさずみ,1219,10222,0,1,88,9,17,311
toranosuke1977,ITを活用せよ！@中小企業診断士,288,373,0,1,2001,7,14,1036
ScienceeSim,Simon Freedman,1834,99,0,1,160,1,2,83
bala_mit,Bala,1212,103,0,1,33,0,5,57
JimmyWongUSA,Jimmy Wong,1045,328,1,1,302,5,10,121
proximallabs,Proximal Labs,1303,32,1,1,30,1,11,96
mikky3,Kenji Mitsugi,2551,8648,1,1,489,56,9,269
pappupass2004,HadoopExam.com,467,76,0,1,1991,64,26,659
danielfree,Daniel,2203,1478,1,1,58,0,16,150
revelytix,"Revelytix, Inc.",1203,56,0,1,20,0,22,180
sshroff,Sanjay Shroff,1941,27,0,1,1561,0,28,242
amolhkekre,amol kekre,1196,58,0,1,19,0,5,115
dstuartnz,David Stuart,1686,301,1,1,23,0,13,132
mimizone,mimizone,2228,672,1,1,221,16,3,76
SQLGenie,Brenda Stokes,625,234,0,1,158,14,15,83
jaimyoung,Jaimyoung Kwon,1870,312,0,1,1,0,3,31
oursky,Oursky,1815,347,1,1,63,0,18,180
sourigna,sourigna,2242,620,1,1,547,3,12,155
sraymond38,Stéphane Raymond,1273,1323,0,1,396,2453,20,265
HadoopRavi,ravi sankar,149,1,0,0,1,0,0,1
HadoopThis,JMJ,370,12,1,0,2,0,0,3
HadoopBrasil,Hadoop Brasil,1031,0,0,0,0,0,0,9
Hadoop044,jehht,769,0,0,0,2,0,0,5
AHadoop,Apache Hadoop,298,0,0,0,5,0,0,3
hadoopFly,hadoopFly,302,39,0,0,3,1,0,3
OpenHadoop,OpenHadoop,615,0,0,0,0,0,0,0
HadoopTraining,Hadoop Training,601,89,1,0,1,0,0,18
MHadoop,mahmoud Hadoop,453,2,0,0,17,2,0,6
Podgeypoos79,Padraig O Brien,1327,1932,1,1,135,220,6,160
n3104,Satoshi Noto,1769,3296,0,1,278,234,32,333
furqon_ramdhani,furqon ramdhani,1981,1803,0,1,690,6,17,271
compadrejaysee,Tariq Mahmood,1910,4926,1,1,231,56,15,245
rodulforg,Rodulfo Rodriguez,1346,804,0,1,468,25,13,209
TimHallHWX,Tim Hall,87,28,0,1,33,1,3,55
ambientelivre,Ambiente Livre,1700,1766,1,1,187,4,14,332
aricenote,ありすのーとだぴょん,497,44794,1,1,529,68869,26,530
BigDataJ,Josh Garcia,1837,255,1,1,220,1,2,117
NWABigData,NWA Big Data,87,277,1,1,1160,3,7,492
kumadasu,くまだす,1644,13815,1,1,254,183,39,365
mdamour1976,Michael D'Amour,993,149,0,1,51,0,5,155
DataChemistry,Data Chemistry,1058,7,0,1,9,0,6,108
Vaishn7,#NAMO #PM ,349,3538,0,1,610,229,8,353
cogpie,Andi Rutherford,1193,471,1,1,117,3,4,115
koichi_fujikawa,Koichi FUJIKAWA,1537,24,1,1,19,0,5,63
perftune,perftune,1815,294,0,1,791,154,4,509
P7h,Prashanth Babu,1948,3965,1,1,141,24,14,149
dataPlumbers,Sanjeev Kumar,1487,1261,1,1,155,4,26,321
kyoh3,Kyoh,1886,11913,1,1,545,92,25,453
WeMakeHadoopFly,Big Data Perspective,23,0,0,1,12,0,0,4
HadoopGal,Lara Rubbelke,883,0,0,0,0,0,1,9
blrunner78,Jung Jae Hwa,1353,551,0,1,142,182,8,175
satzsinterface,Satish Sathiya,1860,244,0,1,78,0,3,42
matobat,的場辰徳,2591,9855,1,1,247,4,24,271
roblan7,Rob Lancaster,2266,100,1,1,219,1,6,88
PageSixGuy,Page Six Guy,554,68,0,1,57,3,2,51
Vertascale,Vertascale,769,273,0,1,541,7,12,174
rkalluri,Rajesh Kalluri,1529,367,0,1,820,1395,2,92
_bruno_b_,Bruno B.,675,730,0,1,436,141,14,131
arunksingla,Arun Singla,709,97,0,1,101,96,0,58
m_mouri,M.Mouri,1757,4915,0,1,314,100,42,308
raunakjhawar,Raunak Jhawar,1830,1879,1,1,450,16,13,181
MetaScaleLLC,MetaScale ,503,559,1,1,674,2,7,196
caylabenoit,CAYLA Benoît,951,814,1,1,127,1,15,164
jppp,Jan Pieter Posthuma,2600,490,1,1,345,0,12,183
jsxtech,Jaspal html5 php asp,2022,848,1,1,7760,65,50,7024
DahlWinters,Dahl Winters,1081,596,1,1,221,8,19,245
KumaChan88,KumaChan88,1559,407,1,1,727,1,7,606
eidrian_hm,Adrian Herrera,1639,370,1,1,376,8,4,83
coltfred,Colt Frederickson,2131,2836,1,1,139,159,8,117
CaicedoC1741,Christian Caicedo ,451,178,1,1,758,2,3,70
3uyun9,buyung bahari,1735,418,0,1,66,7,4,105
Teubreu,Quentin Bes,1452,398,1,1,399,5,8,172
uaximus,김기환(Kim Kiwhan),1513,797,1,1,415,175,6,185
yishenggudou,timger,1826,165,1,1,1999,7,3,310
odiszapc,Alexey Plotnik,1196,3175,0,1,130,345,5,96
MaheshaRice,MaheshaッRice,1817,2277,1,1,316,10,8,303
leo1109,Sho=Leo=Onuma,1630,3907,1,1,206,3,31,221
erikyan,Erik-Jan,1915,1014,1,1,199,7,10,70
lintool,Jimmy Lin,1550,1704,0,1,274,0,433,6734
shimokky,下佐古慎司,1886,2008,1,1,1035,7,21,1077
choenes,Corbin Hoenes,2225,825,0,1,119,103,10,110
Hadoop_arch,Hadoop,44,1,0,0,23,0,0,1
aditiHadoop,aditi Hadoop,556,1,0,0,14,1,0,5
hadoopsizequeen,Hadoop Size Queen,1107,0,0,0,0,0,0,4
HerdofHadoop,Herd of Hadoop,791,1,0,0,3,0,0,4
HadoopBlog,HadoopBlog,384,0,0,0,5,0,0,4
PhillyHadoop,PhillyHadoop,1758,0,0,0,0,0,0,5
hadoop_jobs,Hadoop jobs,907,1,0,0,0,0,0,17
dragonkassu,hadoop,456,0,0,0,9,0,0,1
hadoop_pro,hadoop pro,414,120,0,0,0,1,0,6
Deb_Hadoop,Debpratim,652,0,0,0,1,0,0,7
AmanKau75986607,Hadoop Soup,98,0,0,1,0,0,0,0
doctorHadoop,Dr. Hadoop,201,13,0,0,34,3,0,5
hadoop_gildas,LOISEAU,1038,16,0,0,0,0,0,0
sirius_hadoop,Vishal,30,0,0,0,0,0,0,0
HadoopSFBay,Hadoop SF Bay,444,0,0,0,0,0,0,6
SeattleHadoop,SeattleHadoop,1478,7,0,0,1,1,0,13
Java_Hadoop_Lwq,LIUSANITY,434,1,0,0,16,0,0,5
AndyHadoopGuru,anand,241,4,0,0,9,1,0,13
hadooptraining9,hadoop training,90,5,0,0,12,0,0,0
Hadoop_World,Hadoop World,1026,0,0,0,0,0,0,9
Loom_for_Hadoop,"Revelytix, Inc.",526,0,0,0,8,0,0,6
BHadoop,bigdata hadoop,65,0,0,0,1,0,0,1
Hadoop7,Hadoop,265,0,0,0,0,0,0,1
HadoopModow,mahmoud hamdan modow,716,0,0,0,0,0,0,4
HadoopSF,Hadoop SF,444,0,0,0,0,0,0,5
mulgray,Akifumi Yoshimoto,2270,1574,0,1,572,2475,15,287
matsuou1,matsuou1,2415,1406,1,1,290,0,18,201
hagun99,TaeKyung Kim,1897,1360,1,1,118,0,10,139
john_meagher,john_meagher,2192,562,0,1,304,29,10,95
bdmogal,Bhooshan Mogal,1830,111,1,1,155,8,8,149
brfrn169,鈴木俊裕,2379,1267,0,1,221,5,18,251
adamjshook,Adam Shook,1889,1934,1,1,134,8,11,160
cesarr77,Cesar Rojas,1932,404,1,1,171,9,23,128
2danmichael,Dan Michael,1355,142,1,1,194,1,7,110
Bizosys,Bizosys,1544,1268,1,1,590,172,11,211
uprush,YiFeng Jiang,2370,1022,0,1,152,44,15,173
Hadoop_BigData,BigDataTraining.IN,295,29,0,0,5,0,1,4
HannesHadoop,Hannes Hadoop,442,0,0,0,10,0,0,5
hadoop431,سبحان,48,2,0,0,36,0,0,9
HadoopThereItIs,Hadoop There It Is,1017,0,0,0,0,0,0,6
hadoop_br,HadoopBR,91,0,0,0,8,0,0,0
hadooptnakayama,hadoop-tnakayama,826,1,0,0,0,0,0,6
SI_hadoop,GIISI_hadoop,45,1,0,0,4,0,0,0
hadoop_ch,Swiss Hadoop UG,730,0,0,0,0,0,0,7
huda112222,Hadoop,107,0,0,0,0,0,0,0
HadoopMania,Hadoop World,176,20,0,0,32,0,0,5
HadoopHacker,HadoopHacker,779,0,0,0,0,0,0,6
HadoopGlobal,HadoopGlobal,259,0,0,0,0,0,0,1
hadoop77,vick,285,0,0,0,0,0,0,1
AsterHadoop,Kenta,546,0,0,0,12,0,0,7
hadoop435,سبحان ,27,14,0,0,11,0,0,3
HadoopCluster,Alex Ander,518,1,0,0,19,0,0,4
hadooptoday,Hadoop-Today.com,557,0,0,0,1,0,0,10
HadoopAustin,Hadoop Austin,402,0,0,0,0,0,0,2
HadoopYARN,Apache Hadoop YARN,657,0,0,0,1,0,0,11
Hadooped,Hadooped,890,5,0,0,2,0,0,5
hadoopable,Hadoopable,1729,3,0,0,1,0,0,5
hadoop29,Raj,370,4,0,0,2,0,0,5
shafi_hadoop,Techdata Solution,17,0,0,0,0,0,0,0
AboutHadoop,About Hadoop,424,1,0,0,0,0,0,8
HadoopDev,Hadoop,154,2,0,0,1,0,0,0
AustinHadoop,Austin Hadoop,402,0,0,0,0,0,0,2
Bornibus_Hadoop,Bornibus,86,0,0,0,10,0,0,1
whatishadoop,Hadoop Tutorial,166,1,0,0,3,0,0,0
Infohub_hadoop,Hadoop,62,0,0,0,0,0,0,0
hadoop93,mahmoud Hadoop,257,1,0,0,9,0,0,2
_hadoop,Hadoop,354,0,0,0,5,0,0,3
jqhadoop,jq.hadoop,856,0,0,0,0,0,0,5
hadoop3,hadoop,276,0,0,0,0,0,0,1
HadoopInABox,HadoopInABox,702,0,0,0,0,0,0,6
hadoopprodigy,Hadoop Prodigy,255,0,0,0,8,1,0,1
r_hadoop,Ali Benamara,408,0,0,0,0,0,0,2
HadoopTrainingb,Hadoop Training ,385,0,0,0,5,0,0,5
wst4hadoop,Hadoop,27,0,0,0,0,0,0,0
sgHadoop,sean,385,1,0,0,0,0,0,2
TusharHadoop,Tushar Sarde,174,0,0,0,11,0,0,2
HadoopME,N.A.S,193,0,0,1,7,1,0,2
sachinHadoop,sachin gola,1428,1,0,0,0,0,0,8
HadoopPhilly,HadoopPhilly,1758,0,0,0,0,0,0,6
PraveenHadoop,Praveen Hadoop,382,0,0,0,11,0,0,2
hadoop777,imtiaz ahmad,482,0,0,0,0,0,0,4
HadoopJeff,Jeff Atest,50,1,0,0,46,8,0,4
Hdhd1986,Hadoop,167,1,0,0,9,0,0,0
hadoop432,سبحان ,33,2,0,0,21,0,0,5
HadoopBD,Hadoop BD,146,0,0,0,0,0,0,0
harihadoop, hari hadoop,319,1,0,0,10,0,0,3
Alseef66Hadoop,Hadoopê ♥♥♥',57,0,0,0,0,0,0,0
hadoop_voyager,VOYAGER,169,0,0,0,9,0,0,0
hadoop_rubydsl,hadoop rubydsl,1635,29,0,0,5,0,2,4
hadooper1,hadooper,678,2,0,0,12,0,0,5
Hadoopus,Hadoop,330,0,0,0,0,0,0,3
HadoopaLoop,Hadoop-a-Loop,632,0,0,0,9,0,1,10
CSHadoop,CS Hadoop,709,87,1,0,0,0,0,0
hadooper2,hadooper,20,1,0,0,0,0,0,0
hadoop43,سبحان,87,0,0,0,0,0,0,0
HadoopJoe,Jose Chinchilla,274,0,0,0,0,0,0,1
HadoopTutorial,Hadoop Tutorial,283,0,0,0,1,0,0,1
nagenhadoop,nagendra hadoop,378,0,0,0,1,0,0,3
HadoopAzure,Hadoop Azure,702,0,0,0,0,0,0,6
hadoop439,hadoop43,21,11,0,0,0,0,0,2
test_hadoop,Prakash,114,0,0,0,1,0,0,2
pawan_hadoop,pawan,54,0,0,0,0,0,0,0
hadoop_12,Anshul Verma,133,0,0,0,15,0,0,0
HadoopDiscuss,hadoop,368,0,0,0,18,0,0,4
HadoopCSAlerts,HadoopCSAlerts,734,0,0,0,0,0,0,0
hadooptaskforce,Hadoop Task Force,219,0,0,1,18,0,1,2
hadoop434,سبحان,29,9,0,0,141,0,0,29
hadooppro,hadoop pro,1246,0,0,0,8,0,0,7
Hadoop_hcs2013,チームElephant,258,0,0,0,5,0,0,1
icehadoop,hadoop,472,0,0,0,0,0,0,6
hadooppowered,Hadoop powered,1421,0,0,0,3,0,0,14
TestHadoop,Test Hadoop,482,34,0,0,10,0,0,5
EHadoop,Elefant Hadoop,548,16,0,0,17,0,0,10
ShivaHadoop8,Venakata samba siva,149,1,0,0,1,0,0,1
HadoopCat,hadoopCat,824,0,0,0,5,0,0,6
DrHadoop,Doctor Hadoop,846,0,0,0,3,0,0,6
Hadoops,Hadoops,635,0,0,0,0,0,0,4
china_hadooper,hadooper,774,0,0,0,2,0,0,4
sillytestaccoun,Hadoop,1153,0,0,0,2,0,0,4
hadoopru,Hadoop.Ru,1248,0,0,0,0,0,0,7
big_data_hadoop,(주)와이즈리서치,1381,1,0,0,1,0,0,1
SaleemHadoop,Saleem,12,0,0,0,3,0,0,3
HadoopSG,HadoopSG,217,0,0,0,0,0,0,0
Hdpuser,Hadoop user,265,2,0,0,0,0,0,1
BayAreaHadoop,Bay Area Hadoop,444,0,0,0,0,0,0,6
hadoopken,Ken Hadoop,1368,0,0,0,0,0,0,7
HadooperSri,srikanth pendiyala,330,0,0,0,12,0,0,2
srr,sanjay Radia,2193,1,0,0,10,0,6,164
HadoopNation,Hadoop Nation,45,0,0,0,10,0,0,2
THadoop,Test Hadoop,129,0,0,0,10,0,0,0
HadoopTestGF,HadoopTest,582,0,0,0,0,0,0,5
hadoop768,KrishnaTulasi,9,0,0,0,2,0,0,0
Flume_Hadoop,Flum Big,92,0,0,0,12,0,0,6
edureka_hadoop,Edureka Hadoop,122,0,0,0,16,0,0,4
tweetoop,horton hadoop,161,1,0,0,5,1,0,3
hadoop_map,hadoop_map,556,4,0,0,1,0,0,7
hadoop123,hadoop123,1519,0,0,0,0,0,0,5
jdcryans,Jean-Daniel Cryans,1828,1055,0,1,291,36,96,1497
hitesh1892,Hitesh,974,121,0,0,75,0,1,67
apachedatafu,Apache DataFu,120,8,0,0,70,1,5,80
5roumiles,5roumiles,1212,4283,0,0,1224,1372,16,364
saintstack,Stack,1871,306,0,1,42,13,63,1130
hmason,Hilary Mason,2650,12891,1,1,1158,2488,2842,42669
alanfgates,Alan Gates,1625,905,0,1,149,3,113,3137
rjurney,Russell Jurney,2102,27332,0,1,445,2051,252,3018
heki1224,Shigeki Yamato(Mori),1741,16774,0,1,740,731,10,187
demo_hadoop,shrida,120,1,0,0,0,0,0,1
hadoopviki,hadoop-viki,699,16,0,0,1,0,0,0
maslett,Matt Aslett,1920,7187,0,1,301,19,342,4617
shiumachi,Sho Shimauchi,2338,29020,0,1,801,415,175,1786
ted_dunning,ted_dunning,2396,1072,0,1,50,3,213,4515
hadoop_map,hadoop_map,556,4,0,0,1,0,0,7
hadoop123,hadoop123,1519,0,0,0,0,0,0,5
jdcryans,Jean-Daniel Cryans,1828,1055,0,1,291,36,96,1497
hitesh1892,Hitesh,974,121,0,0,75,0,1,67
apachedatafu,Apache DataFu,120,8,0,0,70,1,5,80
5roumiles,5roumiles,1212,4283,0,0,1224,1372,16,364
saintstack,Stack,1871,306,0,1,42,13,63,1130
hmason,Hilary Mason,2650,12891,1,1,1158,2488,2842,42669
alanfgates,Alan Gates,1625,905,0,1,149,3,113,3137
rjurney,Russell Jurney,2102,27332,0,1,445,2051,252,3018
heki1224,Shigeki Yamato(Mori),1741,16774,0,1,740,731,10,187
demo_hadoop,shrida,120,1,0,0,0,0,0,1
hadoopviki,hadoop-viki,699,16,0,0,1,0,0,0
maslett,Matt Aslett,1920,7187,0,1,301,19,342,4617
shiumachi,Sho Shimauchi,2338,29020,0,1,801,415,175,1786
ted_dunning,ted_dunning,2396,1072,0,1,50,3,213,4515
bigdata,Ben Lorica,1970,2782,1,1,99,15,1230,18062
otisg,Otis Gospodnetić,2451,2086,0,1,127,2,196,2629
kzk_mover,Kazuki Ohta,2590,21183,1,1,1053,877,385,4144
shot6,Shinpei Ohtani,2592,37817,1,1,2252,1221,379,3591
hadoop_map,hadoop_map,556,4,0,0,1,0,0,7
hadoop123,hadoop123,1519,0,0,0,0,0,0,5
jdcryans,Jean-Daniel Cryans,1828,1055,0,1,291,36,96,1497
hitesh1892,Hitesh,974,121,0,0,75,0,1,67
apachedatafu,Apache DataFu,120,8,0,0,70,1,5,80
5roumiles,5roumiles,1212,4283,0,0,1224,1372,16,364
saintstack,Stack,1871,306,0,1,42,13,63,1130
hmason,Hilary Mason,2650,12891,1,1,1158,2488,2842,42669
alanfgates,Alan Gates,1625,905,0,1,149,3,113,3137
rjurney,Russell Jurney,2102,27332,0,1,445,2051,252,3018
heki1224,Shigeki Yamato(Mori),1741,16774,0,1,740,731,10,187
demo_hadoop,shrida,120,1,0,0,0,0,0,1
hadoopviki,hadoop-viki,699,16,0,0,1,0,0,0
maslett,Matt Aslett,1920,7187,0,1,301,19,342,4617
shiumachi,Sho Shimauchi,2338,29020,0,1,801,415,175,1786
ted_dunning,ted_dunning,2396,1072,0,1,50,3,213,4515
bigdata,Ben Lorica,1970,2782,1,1,99,15,1230,18062
otisg,Otis Gospodnetić,2451,2086,0,1,127,2,196,2629
kzk_mover,Kazuki Ohta,2590,21183,1,1,1053,877,385,4144
shot6,Shinpei Ohtani,2592,37817,1,1,2252,1221,379,3591
hadoop_map,hadoop_map,556,4,0,0,1,0,0,7
hadoop123,hadoop123,1519,0,0,0,0,0,0,5
jdcryans,Jean-Daniel Cryans,1828,1055,0,1,291,36,96,1497
hitesh1892,Hitesh,974,121,0,0,75,0,1,67
apachedatafu,Apache DataFu,120,8,0,0,70,1,5,80
5roumiles,5roumiles,1212,4283,0,0,1224,1372,16,364
saintstack,Stack,1871,306,0,1,42,13,63,1130
hmason,Hilary Mason,2650,12891,1,1,1158,2488,2842,42669
alanfgates,Alan Gates,1625,905,0,1,149,3,113,3137
rjurney,Russell Jurney,2102,27332,0,1,445,2051,252,3018
heki1224,Shigeki Yamato(Mori),1741,16774,0,1,740,731,10,187
demo_hadoop,shrida,120,1,0,0,0,0,0,1
hadoopviki,hadoop-viki,699,16,0,0,1,0,0,0
maslett,Matt Aslett,1920,7187,0,1,301,19,342,4617
shiumachi,Sho Shimauchi,2338,29020,0,1,801,415,175,1786
ted_dunning,ted_dunning,2396,1072,0,1,50,3,213,4515
bigdata,Ben Lorica,1970,2782,1,1,99,15,1230,18062
otisg,Otis Gospodnetić,2451,2086,0,1,127,2,196,2629
kzk_mover,Kazuki Ohta,2590,21183,1,1,1053,877,385,4144
shot6,Shinpei Ohtani,2592,37817,1,1,2252,1221,379,3591
hadoop_map,hadoop_map,556,4,0,0,1,0,0,7
hadoop123,hadoop123,1519,0,0,0,0,0,0,5
jdcryans,Jean-Daniel Cryans,1828,1055,0,1,291,36,96,1497
