handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
HodsonAnalytics,John Hodson,1955,451,1,1,77,319,17,135
AboutAnalytics,AboutAnalytics,1794,444,1,1,100,0,11,222
WebAnalyticsTV,Web Analytics TV,1204,22,1,1,2,0,28,172
CRDAnalytics,CRD Analytics,1793,1060,1,1,1032,27,43,740
MzAnalytics,#MC Donna Marie,1810,19237,1,1,1977,390,25,1777
MethodsRSC,Analytical Methods,890,352,0,1,433,0,5,236
peopleanalytics,People Analytics,619,4,1,1,3,0,5,53
DrownedbyGoogle,AllAdwords&Analytics,1030,23903,1,1,387,2,15,454
AnalyticsFrance,Analytics France,426,0,1,1,182,0,6,319
audioanalytic,Audio Analytic,1068,209,0,1,457,1,2,243
3sixtyanalytics,3sixty-analytics,475,283,0,1,206,0,4,68
love_analytics,Ta,1187,484,1,1,809,9,3,311
CursoAnalytics,CursoGoogleAnalytics,1397,3051,1,1,1905,0,114,2441
DataMiningInfo,Predictive Analytics,1763,25,0,1,594,2,77,1499
An_armadillo,Analytical Armadillo,1410,11492,1,1,148,29,32,1916
STRanalytics,STR Analytics,976,345,1,1,1558,0,44,1936
TomHCAnderson,Tom H C Anderson,2389,16465,1,1,795,2537,904,43817
analyticalPAIGE,Mitakuye Oyasin,1141,37039,1,1,666,442,4,486
LabScience,Columbia Analytical,2183,244,1,1,1913,0,48,1688
tAnaSci,Analytical Scientist,580,343,1,1,148,55,15,299
AnalyticsPierce,Jason Pierce,1876,3176,1,1,927,40,82,800
post_analytics,postanalytics,1632,2783,1,1,635,52,156,1203
NYCAnalytics,NYC Analytics,595,12,0,1,2,0,11,139
BmoreAnalytical,IG:sirseuncharlton,1825,28729,1,1,1432,2583,8,1468
ArranAnalytics,Arran in Analytics,548,42,0,1,222,1,0,53
zanim,Hashtag Analytics,1898,608,1,1,417,15,10,354
Go_Analytics,Go Analytics!,58,12,1,1,3,0,0,27
FakeAnalytics,Fake Analytics,322,4,1,1,30,0,3,125
BearAnalytics,Bear Analytics,326,1895,1,1,905,691,27,732
EMSLAnalytical,"EMSL Analytical, Inc",1830,1538,1,1,1845,23,26,1442
UCBusAnalytics,UCBusiness Analytics,122,332,1,1,278,0,7,126
ericjhansen,Eric J. Hansen,2111,3228,1,1,112,113,248,7077
analyticsdebug,Analytics Debugger,588,63,0,1,337,0,7,109
dbanalytics,Deep Blue Analytics,907,970,1,1,139,1,26,220
AnalyticRecruit,Meghan Shea,1927,1797,1,1,37,1,9,132
oianalytical,OI Analytical,1575,71,1,1,71,0,7,249
TAG_BIAnalytics,TAG BI/Analytics,981,1154,1,1,331,24,23,191
jimnovo,Jim Novo,1981,695,1,1,73,5,267,2566
StdrdAnalytics,Standard Analytics,163,39,0,1,404,14,6,137
LoriAnalytical,Lorianne Tika-Lemba,1128,1149,1,1,347,159,10,430
AnalyticsPeru,Digital Analytics,1624,2070,1,1,91,21,67,1364
bbmanalytics,BBM Analytics,1709,2105,1,1,1262,2,43,1020
analytic_addict,Katherine Goff,1262,237,1,1,126,105,6,141
vij,Ashish Vij,1899,6482,1,1,954,209,136,2037
LevelUpCrew,Level Up Analytics,786,78,1,1,76,20,12,144
jameskobielus,jameskobielus,2264,47492,1,1,8222,8,826,12486
HunterKillerSub,Hamzei Analytics,992,2950,1,1,0,13,46,1593
eplbas,EPL Bio Analytical,616,264,1,1,1321,21,1,321
AdamSinger,Adam Singer,2270,17578,1,1,599,8758,1561,15734
WebAnalyticRu,Даниил Азовских,1789,1069,1,1,93,362,107,1195
AnalyticsPlant,Analytics Plant,178,240,0,1,71,17,12,472
rogcraig,Roger Craig,1349,3707,1,1,1143,302,48,1909
mobileanalytics,Mobile Analytics,1870,119,1,1,224,0,107,546
benjamingaines,Ben Gaines,1537,30907,1,1,354,82,194,2847
acemaxx,ACEMAXX ANALYTICS,1910,8862,1,1,298,17,38,605
analyticsmonk,RedMonk Analytics,1326,88,1,1,0,0,22,362
AT_Internet,AT Internet,1890,2761,1,1,914,8,209,2902
DsAtweet,Datascope Analytics,1438,216,1,1,13,4,32,507
PlumAnalytics,Plum Analytics,895,339,1,1,167,8,41,692
newrelic,New Relic,2123,9256,1,1,6880,4315,1255,41382
lifeanalytics,Themos Kalafatis,1828,479,1,1,1086,18,275,2390
analyticpeople,Analytical People,1714,50,0,1,134,0,12,143
TheAnalytic,China_Meltdown,794,17064,0,1,266,113,17,453
neilpatel,Neil Patel,2617,8491,1,1,48389,5,4942,109449
SaikuAnalytics,Saiku,1536,734,1,1,1,1,48,946
peter_oneill,Peter O'Neill,2055,6664,0,1,496,7,135,1684
socialbakers,Socialbakers,1688,7638,1,1,1689,57,2067,86184
RudiShumpert,Rudi Shumpert,1883,22075,1,1,899,142,227,2731
JoseAnalytics,Jose Davila(Toronto),1861,1673,1,1,134,20,88,769
AGItweets,Analytical Graphics,1528,759,0,1,257,10,33,586
Aloha_Analytics,Aloha Analytics,2269,53587,1,1,61,7359,42,829
BSports,BSports,1637,13335,1,1,578,0,874,22792
SmartAgAnalytix,Smart Ag Analytics,1757,1065,1,1,650,65,10,390
MJ_analytics,Michelle Jackson,1484,4283,1,1,1988,9,26,1644
visible,Visible Technologies,2369,5138,1,1,3694,191,529,7155
marcusborba,Marcus Borba,1980,14840,0,1,1152,740,453,7645
vinoaj,vinoaj,2213,5070,1,1,744,13,158,2323
analyticsupdate,AnalyticsUpdate,1867,276,1,1,1509,3,232,2773
SafetyAnalytics,Safety Analytics,1277,407,1,1,1155,19,22,464
GrizzlyAnalytic,Grizzly Analytics,368,64,1,1,11,0,0,25
Teradata,Teradata,2058,6572,1,1,1800,64,744,17026
alteryx,Alteryx,2053,6046,1,1,1616,177,184,4238
GreenWhaleA,GreenWhale Analytics,549,859,1,1,1355,3,17,1587
sevenlayercake,Skyler Mann,2033,118035,1,1,655,21991,258,5058
AnalytikNews,ANALYTIC_NEWS,1858,1401,1,1,1971,0,33,1598
Brandwatch,Brandwatch,1659,10725,1,1,7972,447,725,13885
Outfox_Lars,Lars Johansson,2364,3548,1,1,808,4,334,4934
DrRubidium,Raychelle Burks,1324,69732,1,1,1668,1,304,4604
HFT_Free_Trials,Hamzei Analytics,1432,17702,1,1,0,5,27,711
dhanalytics,Darkhorse Analytics,380,27,0,1,270,1,7,267
TwitAnalytics,Twit Analytics,1692,102,1,1,1769,0,75,884
IE_BigData,Big Data World Tour,825,3340,1,1,470,15,206,5652
analytics_blog,Analytics blog,1149,44,1,1,1154,0,108,1008
SA_Institute,Sports Analytics,1879,84,1,1,622,0,17,502
AchievementBird,Achievements,289,3,0,1,538,283,54,564
CloudAnalytics_,Cloud Analytics News,185,401,0,1,2492,11,16,2265
IBMBigDataFr,Big Data & Analytics,1358,3839,1,1,706,10,71,1116
AmpAnalytics,Amplified Analytics,1503,1009,0,1,1904,27,29,1100
connellmcshane,Connell McShane,1957,6252,1,1,363,106,218,9274
ForestAnalytics,Forest Analytics,1133,451,1,1,467,1,36,1152
ezanalytics,EZ Analytics,1624,3191,1,1,1785,29,26,1817
VolatilityWiz,Volatility Analytics,558,656,0,1,23,0,28,620
KlarityAnalytic,Klarity Analytics,400,128,1,1,857,8,25,1162
overanalytical,Mr. Analytical,1967,8488,1,1,739,65,14,306
AnalyticsToGo,Bernd Durrwachter,1181,1374,1,1,1203,260,47,550
evanlapointe,Evan LaPointe,2133,14295,1,1,283,104,139,1787
teedubya,Travis Wright,2579,28159,1,1,56419,19516,3090,147922
AsortdAnalytics,Assorted Analytics,422,3271,0,1,1539,486,20,1751
ssavannahjaydee,savannah jayde,1850,8629,1,1,256,2,295,81440
SAPNorthAmerica,SAP North America,1542,23131,1,1,4902,82,615,23953
TraceAnalytics,Trace Analytics,1581,3063,1,1,1031,5,18,966
Cloud_Analytics,Cloud Analytics,1283,5988,0,1,211,0,50,1000
ReutersTV,Reuters TV,846,4232,1,1,707,436,333,8394
analytics_,Web Analytics,1881,120,1,1,46,0,72,600
BANet_Analytics,Gj.Iglesias,1287,7697,1,1,107,1,28,511
GeoEyeAnalytics,GeoEye Analytics,1821,60,1,1,526,8,23,516
metta_ds,metta dharmasaputra,1423,9196,0,1,361,0,140,23514
NZanalytics,Netezza Analytics,1457,237,0,1,120,0,31,576
smartstorms,Hurricane Analytics,604,17,0,1,2,1,2,52
RedOwlytics,RedOwl Analytics,428,369,1,1,228,23,10,312
RMIAnalytics,RMI Analytics AG,878,731,0,1,894,5,10,435
AdobeSocial,Adobe Social,1796,4926,1,1,542,283,654,23711
SWIPAnalytic,SWIP-Analytic,248,278,1,1,379,560,14,307
AnalyticalEcon,Analytical Economist,338,1488,0,1,1636,436,22,1613
kimolaanalytics,Kimola Analytics,114,145,1,1,17,8,1,114
LauralizHibbard,Laura Hibbard,2032,6813,1,1,857,1299,200,3982
infanatweets,Infinite Analytics,258,141,0,1,72,3,4,79
analitycs,Analytics,1218,18679,1,1,112,8,10,301
kwhanalytics,kWh Analytics,634,285,0,1,43,0,10,172
Analytic_Design,Analytic Design Grp,1445,1079,1,1,1217,10,29,672
CognitoAnalytic,Cognito Analytics,1338,563,1,1,676,18,25,424
PointeAnalytics,James Dean,1947,14,1,1,1387,0,2,961
AlexMarianyi,DJ Analytics,1600,4237,1,1,798,56,7,375
prednewsdotcom,Predictive Analytics,1341,1332,0,0,1249,0,30,679
intercops,Forensics Analytics,1372,2177,1,1,1714,0,49,1306
Analyticinfo,Analytic-info.net,1248,21730,0,1,1840,0,14,1809
ChelseaAnalytic,Rushan Arshad,659,12509,1,1,1403,427,19,1268
Miss_Analytic,Alexandrea W,1362,34192,1,1,926,167,3,503
Indicusanalytic,Indicus Analytics,1247,535,0,1,118,0,8,225
AnalyticsZone,AnalyticsZone,675,731,0,1,729,11,31,703
Bus_Analytics,Business Analytics,1292,5500,0,1,111,0,35,771
FBtics,Facebook Analytics,772,69,1,1,1133,0,18,1042
BeyondAnalytics,Beyond Analytics,1872,87,1,1,238,0,48,329
HKotadia,Harish Kotadia Ph.D.,1884,20552,1,1,1756,3,567,7805
TajAnalytical,TajikistanAnalytical,455,170,0,1,88,0,11,231
keymetric_trax,KeyMetric Analytics,1784,478,1,1,1000,3,33,848
DanVesset,Dan Vesset,1689,3006,1,1,217,9,324,4731
cognosanalytics,Business Analytics,1533,1168,1,1,954,23,34,648
joestanhope,Joe Stanhope,1940,2819,1,1,1381,6,223,3010
shinochika_BI,シノチカ★Biz Analytics,1506,42859,1,1,1448,21,33,1113
ShearAnalytics,Shear Analytics,596,188,1,1,37,3,4,71
HassAnalytics,John M Hassett,1643,426,1,1,429,21,11,296
followerwonk,Followerwonk,1674,2886,1,1,84,116,965,74857
ubervu,uberVU via HootSuite,2305,11159,1,1,7017,757,604,8835
ChicagoCDO,Chief Data Officer,1091,1209,0,1,22,8,228,4019
SEWanalytics,SEW Analytics,969,899,1,1,11,0,10,206
AnalyticsAsh,Ashleigh Bunn,294,173,1,1,478,41,5,188
OLearyAnalytics,O'Leary Analytics,1673,76,0,1,611,0,18,511
Jong_lerend,Ad@Provelu_Analytics,892,16817,1,1,1172,0,10,1427
memsql,MemSQL,1201,559,1,1,80,11,115,2424
addanalytics,Additive Analytics,248,183,1,1,601,4,11,440
CauseAnalytics,Cause Analytics,1112,892,1,1,1051,70,17,306
bloodhoundsys,Bloodhound Analytics,1459,1153,1,1,646,1,13,515
SkinAnalytics,Skin Analytics,807,820,0,1,946,94,8,573
tdav,Tom Davenport,2315,78,0,1,965,0,197,3454
mayaj,Maya Pope-Chappell,2071,1217,1,1,582,73,88,1571
equevedo,Enrique Quevedo,1876,4679,1,1,579,86,301,4225
MikeGianella,Mike Gianella,1609,53354,1,1,451,4806,357,4717
Chartbeat,Chartbeat,2031,5309,1,1,2116,2982,578,9403
BeyeNETWORK,BeyeNETWORK,2190,1333,1,1,446,0,323,4532
IBM_BA_DACH,IBM Analytics DACH,1848,1013,1,1,521,7,39,548
HostResearch,"Host Analytics, Inc",953,93,0,1,1701,0,19,1021
SloanSportsConf,MIT Sports Conf.,1855,4702,1,1,410,58,579,15843
kristaseiden,Krista Seiden,1171,5637,1,1,196,71,101,1790
drunk_analytic,wazzup bro,1417,980,0,1,204,43,19,711
AnalyticTechRec,Gemma ONeill,881,1458,1,1,1592,44,10,852
OperaSolutions,Opera Solutions,1422,13498,1,1,1274,3,94,1897
hashtracking,HashTracking,1478,46508,1,1,3051,17,533,9168
jla_editorial,Learning Analytics,457,13,0,0,4,3,8,271
hnshah,Hiten Shah,2847,36774,1,1,125684,3651,5356,151847
q_analytics,Analytics,1284,552,0,1,0,0,4,33
sewatch,Search Engine Watch,1920,27833,1,1,2184,6796,3538,82504
E_Analytics,Emissions Analytics,948,445,1,1,263,1,5,182
davidspeek,Social Analytics,1345,1249,1,1,699,30,14,633
TheWebAnalytics,The Web Analytics,863,2300,1,1,15784,0,353,14532
ParseIt,Parse,1063,2015,1,1,3965,5275,404,16737
brian_mcintyre,Brian McIntyre,1952,41822,0,1,1438,14,789,13148
privacyanalytic,Privacy Analytics,956,262,1,1,320,1,18,225
WeatherIntel,Weather Analytics,631,507,1,1,465,91,7,157
analytics8,Analytics 8,1722,100,1,1,52,0,13,291
Nexleaf,Nexleaf Analytics,736,127,1,1,101,27,6,106
WainainaJames,Mr. Analytics,1098,527,1,1,431,11,4,281
turboanalytics,Turbo Analytics,1448,59,0,1,1776,4,7,974
YammerAnalytics,Yammer Analytics,238,27,0,1,102,4,0,44
Pentaho,Pentaho,1919,4704,1,1,1289,50,597,9288
HasOffers,HasOffers,1885,3810,1,1,2369,43,238,23669
AnalyticsCloud,Analytics Cloud,1690,1471,0,0,204,0,12,245
nicolasmalo,Nicolas Malo,1946,2018,1,1,2033,26,165,2322
LeoWid,Leo Widrich,1563,21833,1,1,3646,2180,1827,25250
brightedge,BrightEdge,1828,4286,1,1,5256,13,394,22779
BAOFrance,Big Data & Analytics,1102,704,1,1,635,2,22,406
BizAnalyticsIBM,IBM ビジネス・アナリティクス,1140,902,1,1,71,1,24,357
mich8elwu,Michael Wu Ph.D.,1895,6954,1,1,171,418,936,8089
LatamAnalytics,Latam Analytics,100,29,0,1,2,0,1,28
ManeeshJuneja,Maneesh Juneja,908,15309,1,1,320,39,170,2669
MobileMadeEasy,Wireless Analytics,1861,1550,1,1,514,5,21,507
fisheyeanalytic,Fisheye Analytics,1575,64,1,1,26,1,12,108
WaveAnalytics,Ace Trader,1471,3196,1,1,785,872,8,366
HockeyAnalytics,"John, Megs & Neil",1578,1187,1,1,476,3,10,154
RyanMaue,Ryan N. Maue,2080,23031,1,1,992,322,493,10812
SachinKamdar,Sachin Kamdar,1865,2317,1,1,668,179,693,16418
OpenAnalytics,OpenAnalytics,2045,28,0,1,103,0,20,312
MyIDScore,ID Analytics,1842,117,1,1,134,0,13,245
RachaelGerson,Rachael Gerson,1910,7804,1,1,425,174,231,3293
mktgmann,Russ Mann,1921,2234,1,1,1722,10,296,9919
super_analytics,Super Analytics,395,225,1,1,884,22,15,440
AliceMartin8,Alice Martin,1129,19228,1,1,154379,3543,1665,203174
PradaMrs,Mrs. Analytical,1861,25411,1,1,529,123,5,563
AnalyticDirect,Analytical Direct,1093,187,1,1,153,0,1,126
essentia_sbi,Essentia Analytics,440,133,1,1,248,4,6,151
andrewbrust,Andrew Brust,2215,15199,1,1,1030,40,411,5292
SAP_Retail,SAP Retail,1683,5903,1,1,2294,193,330,10077
CommAnalytics,Community Analytics,1509,308,1,1,111,0,6,188
world_analytics,Global Analytics,1793,7,0,1,52,0,6,87
aws_analytics,Gilad Khen,1311,16,0,1,1001,1,16,272
StarAnalytics,Star Analytics (IBM),1526,238,1,1,95,3,6,215
thepowerrank,Ed Feng,1654,5385,1,1,695,8,116,2345
rocky_emery,Guidewave Analytics ,50,314,1,1,2001,10,2,541
Scholar789,Scholar Analytics,491,130,1,1,437,2,11,429
MoreVisibility,MoreVisibility,2009,3916,1,1,426,35,256,5076
webanalytics_jp,Web Analytics Japan,1652,536,1,1,808,3,100,805
analytical89,POET,1850,2749,1,1,307,98,9,263
x_analytics,X-ANALYTICS / GENEVA,1753,1,1,1,1042,0,9,533
analyticsmore,Analytics Dude,770,755,0,1,731,0,7,670
TimoAden,Timo Aden,1945,943,1,1,902,57,193,2870
allinanalytics1,All-In Analytics,111,428,1,1,611,1,9,269
nitrogram,Nitrogram,960,4113,1,1,118,300,99,2764
mgualtieri,Mike Gualtieri,2267,9134,0,1,36530,5,1358,38571
DeanO_ESPN,Dean Oliver,665,1261,0,1,81,398,307,6604
annatlewis,Anna Lewis,1224,4103,1,1,1352,32,158,2628
Analytical_Me,GB,830,6309,0,1,1667,857,6,1429
intellanalytics,intell-analytics,551,22821,0,1,1062,45,25,674
InsideAnalytics,Inside Analytics,1293,1195,1,1,206,3,22,484
jhurwitz,Judith Hurwitz,2331,3663,1,1,3924,21,573,9474
bigmlcom,BigML,1222,1454,1,1,19,9,155,1956
analyticsbrasil,Analytics Brasil,1079,35,1,1,45,0,3,185
AnalyticalGroup,The Analytical Group,188,86,1,1,288,18,4,185
GPAnalysis,Grand Prix Analytics,989,53,1,1,74,0,13,125
ibmanalytics_es,Smarter Analytics ES,724,1527,1,1,156,106,29,334
MinedAnalytics,MinedAnalytics,1109,8449,0,1,41,0,14,301
OptaPro,OptaPro,962,1020,1,1,608,5,274,12613
VivaldiAnalytic,Vivaldi Analytics,116,42,1,1,329,350,9,330
AndreScholten,André Scholten,2548,3251,1,1,1410,1,242,3120
AnalyticalJake,Jakob Brandel,1507,260,0,1,214,30,11,148
Verisk,Verisk Analytics,1884,0,0,1,0,0,8,278
antirootkit,Rootkit Analytics,1639,151,0,1,42,0,38,393
darenw,Daren Willman,2227,7087,0,1,301,2572,83,1901
N_Brennan,Niall Brennan,1165,1427,0,1,231,12,40,712
CatlstAnalytics,Catalyst Analytics,1421,1524,0,1,812,0,19,596
mf_hicks,James Analytical ,1456,7279,1,1,580,1,8,541
BLiNQMedia,BLiNQ Media,1885,1603,1,1,3008,199,251,6814
gridinoc,Laurian Gridinoc,2585,42138,1,1,1772,9413,216,2205
TM_Analytics,Patricia Burkey,980,943,1,1,6884,83,143,6411
SiteAnalytics,Heather Tepper,1619,567,1,1,86,33,1,127
FeastAnalytics,Feastie Analytics,453,110,1,1,1193,0,2,181
analytics_fr,Analytics.fr,592,280,1,1,292,1,10,218
MHFI,McGrawHill Financial,1564,3507,1,1,1970,106,238,6573
_AnalytAKAl,Bri Ge (w/ an 'i'),1458,7205,1,1,320,33,3,355
metabrown312,Meta Brown,1777,4580,0,1,724,141,142,1487
AliRebaie,Ali Rebaie,1330,4893,1,1,760,778,140,1474
Woopra,Woopra,2127,6737,1,1,15,2793,350,10324
bansi,Bansi Patel,2506,2972,1,1,571,674,98,2076
analytics_jp,アクセス解析情報,443,4904,0,1,1963,0,12,1702
MsImAnalytical,TVFanatic,1600,2907,1,1,1600,296,5,275
ESPNResearch,ESPN Research,1665,1252,1,1,413,9,833,32673
MedeAnalyticsUK,MedeAnalyticsUK,1011,666,1,1,1081,4,9,290
LiveAnalyticsTM,LiveAnalytics,647,0,0,1,5,0,1,68
heathermumm,Heather [sapphiRe],2222,7939,1,1,593,2334,66,2638
yext,Yext,1822,1756,1,1,3160,191,183,5229
BlinkfireStats,Blinkfire Analytics,276,90,0,1,478,17,1,137
FR314,Ben Donkor,1015,12723,1,1,761,10441,102,1483
AnalyticSports,AnalyticSportsInvest,1158,30,1,1,1618,0,7,581
analyticssocial,Social Analytics,1239,225,1,1,47,9,2,68
AnalyticsEdge,Mike Sullivan,1822,215,1,1,88,0,21,198
SharkAnalytics,Landshark Analytics,483,399,1,1,92,70,8,181
CompAnalytics,Comp Analytics,1222,71,1,1,742,2,24,400
IBMNetezza,IBM Netezza ,2316,4651,1,1,3318,4,375,6653
f1analytics,"F1 Analytics, LLC",873,2930,1,1,514,0,16,405
chuckhemann,chuckhemann,2016,55175,1,1,4358,529,864,8082
EcoAnalytics,EcoAnalytics,1254,503,0,1,45,3,13,180
ndpanalytics,ndp | analytics,1345,682,0,1,199,4,4,90
OutsourcedAcctg,Signature Analytics,7,5,1,1,22,0,0,1
TheNutGraph,The Nut Graph,2067,10394,1,1,76,5,618,41144
tuiteletv,tuitele.tv,741,3875,0,1,550,31,302,24441
CrunchItForMe,Crunch It Analytics,1253,30,1,1,177,1,6,92
Analytics_USA,Small Business,1883,6911,1,1,12176,0,75,11209
VidyaAnalytics,Vidya Analytics,1878,540,1,1,786,26,3,226
sunshine01186,Princess,499,472,1,1,375,551,4,367
DavidAnalytics,David Chang,981,318,1,1,717,1,3,462
RicAnalytics,Richmond Analytics,840,251,1,1,149,116,3,129
IronUlrik,Ulrik Pedersen,692,3446,1,1,38232,3796,584,45909
AnalyticX,Dr. AnalyticX,1627,2729,1,1,748,176,0,145
MSAnalytics,MindStream Analytics,442,306,1,1,1296,52,5,569
iconosquare,Iconosquare ,1104,1868,1,1,39,53,578,45637
madeinargentina,Manuela Zadig Maurel,1881,9130,1,1,65020,752,1173,80167
Localytics,Localytics,1897,2061,1,1,2800,9779,312,4377
bluefinlabs,Bluefin Labs,1375,3559,1,1,1624,72,419,6129
AsylumAnalytic,Brian Vargo,46,75,1,1,292,312,0,91
cssanalytics,CSS Analytics,1271,122,1,1,0,0,8,188
RWhittall,Richard Whittall,1986,56916,1,1,940,8281,438,7165
RonaldYau,Ronald Yau,2425,10597,1,1,23873,165,2695,51135
jaredmckiernan,Jared McKiernan,1492,28354,1,1,1975,4399,68,1361
pubslush,Pubslush,1135,6167,1,1,3430,4828,218,8934
Hoopdata,Joe Treutlein,1705,2759,1,1,126,1,530,7550
ganalytics,google_analytics_fan,1685,6,1,1,0,0,16,244
sexyanalytics,Sexy Analytics,1485,59,1,1,1775,0,4,308
AnalyticsGame,Analytics Game,15,10,1,1,155,0,3,57
IBMSTGBAO,IBM STG Analytics,932,238,0,1,53,0,13,142
larc_cmu_smu,Living Analytics,1158,324,1,1,12,0,1,74
WatersCorp,Waters Corporation,1766,6238,1,1,2239,238,151,5399
DavidSmithMA,David Smith,1824,12468,1,1,91,369,114,3805
tame_it,Tame,715,1770,1,1,1135,1429,103,4451
LockAnalytics,Dennis Lock,122,57,0,1,36,0,1,45
CWanalyticallab,CW Analytical ,1283,640,1,1,160,9,5,299
TonyKhan,Tony Khan,933,1696,0,1,298,508,238,14604
analyticsystems,Analytic Systems,1871,151,1,1,426,3,9,203
WFNYJacob,Jacob Rosen,2086,25583,1,1,1806,9211,109,2250
AndrewLampitt,Andrew Lampitt,1499,2173,0,1,663,4,98,1198
gruset,Steen Kjøng Paulsen,1877,4411,1,1,37069,3881,651,44709
june_li,June Li,1914,3027,1,1,152,41,150,1541
AroundAnalytics,AroundAnalytics,615,360,1,1,159,0,10,170
johnlmyers44,johnlmyers44,2043,12156,0,1,931,27,268,5030
OWSAnalytics,#OWS Analytics,745,12,1,1,45,0,4,65
JAdP,Josep di Paolantonio,2174,22856,1,1,3977,2157,249,3759
mikeferguson1,Mike Ferguson,1808,3907,0,1,324,3,338,5120
Captira,Captira Analytical,1171,135,0,1,417,0,0,251
abanalytics,AB Analytics,1382,338,1,1,199,43,5,131
AstecAnalytics,Astec Analytics,569,451,1,1,222,0,12,120
misixanalytics,Misix Analytics,1280,2226,1,1,134,8,4,190
HI_Analytics,James Harris,1551,750,1,1,880,0,6,269
DHenschen,Doug Henschen,1079,2183,1,1,444,3,274,4106
RobustAnalytics,Business Analytics ,11,7,0,1,147,3,0,19
clientsAnalytic,Customer Analytics,1811,7116,1,1,13,1,13,290
Footballytics,Analytics,376,697,1,1,247,5,2,65
Treadstone71LLC,Treadstone 71,1909,25350,1,1,2254,305,230,1194999
djanalytic,DJ Analytic,1883,494,1,1,285,170,1,137
analytical__,+,920,41193,1,1,643,8401,6,717
AnalyticAdam,Adam Engman,224,32,0,1,21,5,0,8
Analytical_Poet,Boobie Miles,1273,7323,1,1,561,5,0,526
UTAnalytics,UT Bus. Analytics,471,223,1,1,158,6,1,84
Biff_Bruise,David Napoli,1855,13259,1,1,1997,154156,98,1609
SAP_Healthcare,SAP for Healthcare,1260,3017,1,1,2100,6,116,3813
ReactAnalytics,ReactAnalytics,1469,61,0,1,1101,0,7,223
xanalytics,X-ANALYTICS / GENEVA,1753,1,1,1,513,0,9,301
OpenAnalyticsES,OpenAnalytics,265,310,1,1,169,24,14,246
analytic_ua,Anna Vakulenko,1547,642,0,1,114,81,7,132
qethanm,Q Ethan McCallum,1024,679,1,1,342,0,30,418
TalentAnalytics,Talent Analytics,1332,9507,1,1,4250,43,232,3946
appannie,App Annie,1599,2246,1,1,2159,136,381,10565
PrinceXtheOnly,✗•Analytical•✗™,1080,9402,0,1,375,349,3,344
n_dependent,analytical beauty,1840,12870,1,1,532,34,1,450
FX_Analytics,Daily FX Analytics,598,169,0,1,1473,0,4,572
switchcam,Switchcam,1162,1150,1,1,7825,56,73,7492
Mr_Analytical_,JoJo ,941,35745,1,1,651,177,2,712
video_analytics,Fiona Ungar,1975,35,1,1,29,0,13,316
albert_larcada,Albert Larcada,1091,1087,1,1,232,13,158,2319
spoonen,Sanjay Poonen,2356,3151,1,1,1413,27,379,11427
Nansky,Nancy Guillén,2587,20860,1,1,1936,1152,356,3568
OilAnalytics,Jason Arnold,1154,84,0,1,670,4,8,237
InsideSales,InsideSales.com,940,5671,1,1,13135,6754,287,14604
applause,Applause,1125,696,1,1,3357,301,50,5010
prior_crm_uk,Prior Analytics Ltd,1436,931,0,1,212,4,5,282
Prior_Analytics,Bruce Boston,1764,28,0,1,70,0,8,96
AdmiralMarkets,Admiral Markets,1487,13183,1,1,1014,293,88,8869
analisisweb,Carlos M. Lebrón,1981,10138,0,1,1077,1655,332,2576
WSGAnalytics,W.S. GREER Analytics,443,5758,1,1,1042,332,1,219
analyticsSeoFR,Analytics SEO FR,749,346,1,1,313,30,17,319
maroonanalytics,Maroon Analytics,1030,500,1,1,60,0,10,113
menggoh,Meng Goh,1976,4978,1,1,1282,84,119,1448
Experian,Experian,1493,1417,1,1,118,30,48,3669
algoFreedomOil,FX Expert Analytics,354,484,0,1,35,0,4,2160
liquidanalytics,Liquid Analytics,706,65,1,1,346,2,4,132
Keep_It_RatedX,Mr. Analytical,1696,11555,1,1,640,162,3,642
WoMIbook,Innovating Analytics,273,131,1,1,92,28,4,97
analyticsIBM,Analytics IBM Italia,755,199,1,1,97,0,8,185
levelwing,levelwing,1951,4411,1,1,3778,0,204,3709
gjreda,Greg Reda,1077,955,1,1,295,244,42,869
comScoreLATAM,comScore LATAM,1158,2469,1,1,6471,7,382,8689
ANALyticAPriori,John Winstead,1563,1070,1,1,353,406,4,171
Netbiscuits,Netbiscuits,2242,2215,1,1,2054,270,143,2114
TransUnionCOL,TransUnionCollection,1220,3,1,1,28,0,8,235
SHDickson,Scott Dickson,1777,17579,1,1,23869,19,951,42460
JustFootball,Just Football,1913,15006,1,1,1164,2917,581,17519
Analytics_CH,Gilles Bach,331,1144,1,1,399,492,5,161
AnalyticsDiscov,AnalyticsDiscovery,540,182,1,1,675,2,6,230
BodyFatTestATX,Body Analytics,784,46,1,1,1675,15,4,344
icrunchdata,icrunchdata,1787,9615,1,1,5111,99,257,5420
FTSE_Official,FTSE Official,596,243,1,1,184,0,22,1025
datameer,Datameer,1571,5310,1,1,1160,254,307,5186
LoganTod,Matthew Tod,1861,639,0,1,179,33,96,1314
faderp,Peter Fader,1478,453,0,1,216,8,177,4177
PrescientChat,Prescient Analytics,1925,2,1,1,107,0,2,100
soccerquant,Chris Anderson,1171,5568,1,1,537,0,367,7938
WPAnalytics,Water Polo Analytics,91,17,0,1,18,1,0,58
MComAnalytics,MediaCom Analytics,1844,91,1,1,3,0,8,19
