AgileMetricsID,Datekey,TeamID,SprintID,BacklogItemID,SPCommitted,SPCompleted,FTEquivalents,SprintDurationInBizDays,SPCmpltVsCommitInPercent,BacklogReadiness,BatchId,CreatedDate,ProjectID
30466,20140502,34,139,B-38734,20,0,9,25,0,1,128,40:55.3,R3.14 September 2014 Release
30467,20140502,34,139,B-38838,8,8,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30468,20140502,34,139,B-38840,5,5,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30469,20140502,34,139,B-38868,8,8,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30470,20140502,34,139,B-38870,5,5,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30471,20140502,34,139,B-38871,5,5,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30472,20140502,34,139,B-38872,5,5,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30473,20140502,34,139,B-38873,5,5,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30474,20140502,34,139,B-39376,0,0,9,25,1,1,128,40:55.3,R3.14 September 2014 Release
30035,20140502,5,139,B-37374,5,5,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30036,20140502,5,139,B-37650,5,5,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30037,20140502,5,139,B-37830,8,8,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30038,20140502,5,139,B-38434,8,8,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30039,20140502,5,139,B-38451,8,8,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30040,20140502,5,139,B-38731,13,13,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30041,20140502,5,139,B-38732,5,0,5.5,25,0,1,128,40:55.3,R3.14 September 2014 Release
30042,20140502,5,139,B-38733,5,0,5.5,25,0,1,128,40:55.3,R3.14 September 2014 Release
30043,20140502,5,139,B-38819,5,5,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30044,20140502,5,139,B-38820,5,5,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30045,20140502,5,139,B-38969,8,8,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30046,20140502,5,139,B-38974,0,3,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30047,20140502,5,139,B-38975,3,3,5.5,25,1,1,128,40:55.3,R3.14 September 2014 Release
30048,20140502,6,139,B-38108,5,5,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30049,20140502,6,139,B-38300,4,4,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30050,20140502,6,139,B-38375,1,1,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30051,20140502,6,139,B-38446,1,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30052,20140502,6,139,B-38557,2,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30053,20140502,6,139,B-38597,5,5,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30054,20140502,6,139,B-38650,0.5,0.5,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30055,20140502,6,139,B-38654,5,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30056,20140502,6,139,B-38721,3,3,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30057,20140502,6,139,B-38722,2,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30058,20140502,6,139,B-38723,2,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30059,20140502,6,139,B-38724,2,2,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30060,20140502,6,139,B-38727,1,1,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30061,20140502,6,139,B-38787,1,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30062,20140502,6,139,B-38813,0,2,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30063,20140502,6,139,B-38814,0,2,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30064,20140502,6,139,B-38845,1,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30065,20140502,6,139,B-38853,0,0,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30066,20140502,6,139,B-38865,2,2,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30067,20140502,6,139,B-38898,3,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30068,20140502,6,139,B-38905,3,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30069,20140502,6,139,B-38906,1,1,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30070,20140502,6,139,B-38918,1,1,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30071,20140502,6,139,B-38919,0,0,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30072,20140502,6,139,B-38986,2,0,15.25,25,0,1,128,40:55.3,R3.14 September 2014 Release
30073,20140502,6,139,B-39189,0,0.5,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
30074,20140502,6,139,B-39276,0,0.5,15.25,25,1,1,128,40:55.3,R3.14 September 2014 Release
24289,20140417,7,173,B-38600,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24290,20140417,7,173,B-38601,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24291,20140417,7,173,B-38602,3,3,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24292,20140417,7,173,B-38603,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24293,20140417,7,173,B-38605,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24294,20140417,7,173,B-38606,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24295,20140417,7,173,B-38607,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24296,20140417,7,173,B-38608,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24297,20140417,7,173,B-38609,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24298,20140417,7,173,B-38627,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24299,20140417,7,173,B-38665,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24300,20140417,7,173,B-38666,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24301,20140417,7,173,B-38667,3,3,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24302,20140417,7,173,B-38668,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24303,20140417,7,173,B-38684,20,20,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24304,20140417,7,173,B-38685,3,3,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24305,20140417,7,173,B-38686,3,3,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24306,20140417,7,173,B-38784,5,5,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24307,20140417,7,173,B-38789,3,3,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24308,20140417,7,173,B-38790,3,3,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24309,20140417,7,173,B-38989,5,5,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24310,20140417,7,173,B-39002,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24311,20140417,7,173,B-39065,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24312,20140417,7,173,B-39117,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24313,20140417,7,173,B-39233,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
24314,20140417,7,173,B-39234,8,8,3,20,1,1,115,59:35.7,CARS 2014 Release Plan
23904,20140328,5,135,B-37626,5,0,5,25,0,1,113,38:35.3,R3.14 September 2014 Release
23905,20140328,5,135,B-37634,13,0,5,25,0,1,113,38:35.3,R3.14 September 2014 Release
23906,20140328,5,135,B-37649,5,0,5,25,0,1,113,38:35.3,R3.14 September 2014 Release
23907,20140328,5,135,B-37652,8,0,5,25,0,1,113,38:35.3,R3.14 September 2014 Release
23908,20140328,5,135,B-37703,5,5,5,25,1,1,113,38:35.3,R3.14 September 2014 Release
23909,20140328,5,135,B-37751,8,8,5,25,1,1,113,38:35.3,R3.14 September 2014 Release
23910,20140328,5,135,B-37771,8,8,5,25,1,1,113,38:35.3,R3.14 September 2014 Release
23911,20140328,5,135,B-38339,3,3,5,25,1,1,113,38:35.3,R3.14 September 2014 Release
23912,20140328,5,135,B-38342,3,3,5,25,1,1,113,38:35.3,R3.14 September 2014 Release
23913,20140328,6,135,B-37908,0,0,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23914,20140328,6,135,B-37909,3,3,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23915,20140328,6,135,B-37912,2,2,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23916,20140328,6,135,B-37913,3,3,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23917,20140328,6,135,B-37923,3,0,14,25,0,1,113,38:35.3,R3.14 September 2014 Release
23918,20140328,6,135,B-38042,3,3,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23919,20140328,6,135,B-38051,1,0,14,25,0,1,113,38:35.3,R3.14 September 2014 Release
23920,20140328,6,135,B-38111,2,0,14,25,0,1,113,38:35.3,R3.14 September 2014 Release
23921,20140328,6,135,B-38125,0.5,0.5,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23922,20140328,6,135,B-38150,1,1,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23923,20140328,6,135,B-38152,1,1,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23924,20140328,6,135,B-38153,1,1,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23925,20140328,6,135,B-38169,1,1,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23926,20140328,6,135,B-38245,0.5,0.5,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23927,20140328,6,135,B-38256,1,0,14,25,0,1,113,38:35.3,R3.14 September 2014 Release
23928,20140328,6,135,B-38335,0,0,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23929,20140328,6,135,B-38336,0,0,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23930,20140328,6,135,B-38387,0,0,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23931,20140328,6,135,B-38669,0,0.5,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23932,20140328,6,135,B-38745,0,0,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
23933,20140328,6,135,B-38850,0,0,14,25,1,1,113,38:35.3,R3.14 September 2014 Release
30217,20140328,10,177,B-15738,13,13,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30218,20140328,10,177,B-15782,13,13,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30219,20140328,10,177,B-24253,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30220,20140328,10,177,B-24283,3,0,3.28,54,0,1,128,40:55.3,Fusion Rlse R14-2
30221,20140328,10,177,B-25135,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30222,20140328,10,177,B-34006,13,13,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30223,20140328,10,177,B-35274,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30224,20140328,10,177,B-35755,1,1,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30225,20140328,10,177,B-35760,1,1,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30226,20140328,10,177,B-35866,20,20,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30227,20140328,10,177,B-36404,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30228,20140328,10,177,B-36413,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30229,20140328,10,177,B-36477,30,30,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30230,20140328,10,177,B-36713,13,13,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30231,20140328,10,177,B-36715,20,20,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30232,20140328,10,177,B-36840,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30233,20140328,10,177,B-37112,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30234,20140328,10,177,B-37120,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30235,20140328,10,177,B-37121,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30236,20140328,10,177,B-37122,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30237,20140328,10,177,B-37265,13,13,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30238,20140328,10,177,B-37362,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30239,20140328,10,177,B-37377,20,20,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30240,20140328,10,177,B-37406,5,0,3.28,54,0,1,128,40:55.3,Fusion Rlse R14-2
30241,20140328,10,177,B-37417,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30242,20140328,10,177,B-37577,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30243,20140328,10,177,B-37610,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30244,20140328,10,177,B-37611,8,0,3.28,54,0,1,128,40:55.3,Fusion Rlse R14-2
30245,20140328,10,177,B-37614,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30246,20140328,10,177,B-37615,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30247,20140328,10,177,B-37616,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30248,20140328,10,177,B-37617,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30249,20140328,10,177,B-37618,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30250,20140328,10,177,B-37619,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30251,20140328,10,177,B-37620,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30252,20140328,10,177,B-37621,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30253,20140328,10,177,B-37622,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30254,20140328,10,177,B-37644,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30255,20140328,10,177,B-37663,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30256,20140328,10,177,B-37665,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30257,20140328,10,177,B-37666,20,20,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30258,20140328,10,177,B-37674,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30259,20140328,10,177,B-37748,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30260,20140328,10,177,B-37769,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30261,20140328,10,177,B-37787,1,1,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30262,20140328,10,177,B-37907,0,0,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30263,20140328,10,177,B-37969,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30264,20140328,10,177,B-38050,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30265,20140328,10,177,B-38123,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30266,20140328,10,177,B-38127,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30267,20140328,10,177,B-38128,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30268,20140328,10,177,B-38129,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30269,20140328,10,177,B-38130,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30270,20140328,10,177,B-38131,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30271,20140328,10,177,B-38132,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30272,20140328,10,177,B-38133,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30273,20140328,10,177,B-38134,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30274,20140328,10,177,B-38139,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30275,20140328,10,177,B-38183,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30276,20140328,10,177,B-38398,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30277,20140328,10,177,B-38420,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30278,20140328,10,177,B-38444,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30279,20140328,10,177,B-38506,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30280,20140328,10,177,B-38508,1,1,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30281,20140328,10,177,B-38511,3,3,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30282,20140328,10,177,B-38587,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30283,20140328,10,177,B-38615,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30284,20140328,10,177,B-38616,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30285,20140328,10,177,B-38617,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30286,20140328,10,177,B-38636,2,2,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30287,20140328,10,177,B-38783,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30288,20140328,10,177,B-38970,10,10,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30289,20140328,10,177,B-38971,10,10,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30290,20140328,10,177,B-38981,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30291,20140328,10,177,B-39006,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30292,20140328,10,177,B-39007,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30293,20140328,10,177,B-39028,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30294,20140328,10,177,B-39062,1,1,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30295,20140328,10,177,B-39116,12,12,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30296,20140328,10,177,B-39150,8,8,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
30297,20140328,10,177,B-39291,5,5,3.28,54,1,1,128,40:55.3,Fusion Rlse R14-2
24072,20140328,14,135,B-37490,2,2,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24073,20140328,14,135,B-37563,3,3,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24074,20140328,14,135,B-37564,3,3,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24075,20140328,14,135,B-37567,1,1,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24076,20140328,14,135,B-37814,8,8,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24077,20140328,14,135,B-37817,13,13,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24078,20140328,14,135,B-37953,3,0,11.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24079,20140328,14,135,B-37956,2,2,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24080,20140328,14,135,B-38024,3,3,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24081,20140328,14,135,B-38025,3,0,11.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24082,20140328,14,135,B-38081,5,5,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24083,20140328,14,135,B-38087,3,3,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24084,20140328,14,135,B-38149,3,3,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24085,20140328,14,135,B-38162,5,5,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24086,20140328,14,135,B-38170,5,5,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24087,20140328,14,135,B-38313,1,1,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24088,20140328,14,135,B-38314,1,1,11.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24089,20140328,16,135,B-35304,3,3,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24090,20140328,16,135,B-37455,5,5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24091,20140328,16,135,B-37456,2,2,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24092,20140328,16,135,B-37741,1,1,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24093,20140328,16,135,B-37804,0.5,0.5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24094,20140328,16,135,B-37845,3,3,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24095,20140328,16,135,B-38109,2,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24096,20140328,16,135,B-38110,5,5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24097,20140328,16,135,B-38112,2,2,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24098,20140328,16,135,B-38114,8,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24099,20140328,16,135,B-38120,3,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24100,20140328,16,135,B-38122,2,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24101,20140328,16,135,B-38124,2,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24102,20140328,16,135,B-38159,1,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24103,20140328,16,135,B-38237,5,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24104,20140328,16,135,B-38241,3,3,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24105,20140328,16,135,B-38242,8,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24106,20140328,16,135,B-38253,2,2,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24107,20140328,16,135,B-38268,0.5,0.5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24108,20140328,16,135,B-38288,0.5,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24109,20140328,16,135,B-38289,2,2,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24110,20140328,16,135,B-38294,0.5,0.5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24111,20140328,16,135,B-38295,0.5,0,12.5,25,0,1,113,38:35.3,R3.14 September 2014 Release
24112,20140328,16,135,B-38296,3,3,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24113,20140328,16,135,B-38407,0.5,0.5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24114,20140328,16,135,B-38422,1,1,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24115,20140328,16,135,B-38582,0.5,0.5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24116,20140328,16,135,B-38595,0.5,0.5,12.5,25,1,1,113,38:35.3,R3.14 September 2014 Release
24117,20140328,31,135,B-35785,8,8,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24118,20140328,31,135,B-35787,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24119,20140328,31,135,B-37642,5,5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24120,20140328,31,135,B-37773,5,5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24121,20140328,31,135,B-37936,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24122,20140328,31,135,B-37937,5,5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24123,20140328,31,135,B-37938,3,3,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24124,20140328,31,135,B-37940,3,3,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24125,20140328,31,135,B-37941,2,2,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24126,20140328,31,135,B-37942,2,2,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24127,20140328,31,135,B-37970,0.5,0.5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24128,20140328,31,135,B-37976,5,5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24129,20140328,31,135,B-38156,0.5,0.5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24130,20140328,31,135,B-38195,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24131,20140328,31,135,B-38196,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24132,20140328,31,135,B-38197,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24133,20140328,31,135,B-38198,2,2,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24134,20140328,31,135,B-38199,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24135,20140328,31,135,B-38202,0.5,0.5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24136,20140328,31,135,B-38203,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24137,20140328,31,135,B-38205,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24138,20140328,31,135,B-38207,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24139,20140328,31,135,B-38208,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24140,20140328,31,135,B-38209,5,5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24141,20140328,31,135,B-38210,0.5,0.5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24142,20140328,31,135,B-38211,3,3,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24143,20140328,31,135,B-38212,2,2,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24144,20140328,31,135,B-38213,2,2,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24145,20140328,31,135,B-38214,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24146,20140328,31,135,B-38236,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24147,20140328,31,135,B-38247,20,20,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24148,20140328,31,135,B-38248,3,3,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24149,20140328,31,135,B-38305,5,5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24150,20140328,31,135,B-38307,3,3,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24151,20140328,31,135,B-38308,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24152,20140328,31,135,B-38309,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24153,20140328,31,135,B-38310,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24154,20140328,31,135,B-38311,2,2,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24155,20140328,31,135,B-38312,1,1,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24156,20140328,31,135,B-38365,0,0,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24157,20140328,31,135,B-38374,13,13,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
24158,20140328,31,135,B-38437,5,5,9.75,25,1,1,113,38:35.3,R3.14 September 2014 Release
