AgileMetricsID,Datekey,TeamID,SprintID,BacklogItemID,SPCommitted,SPCompleted,FTEquivalents,SprintDurationInBizDays,SPCmpltVsCommitInPercent,BacklogReadiness,BatchId,CreatedDate,ProjectID
38899,20150122,12,187,B-32367,1,1,10.5,49,1,1,177,13:16.1,2014.09.25.Mtrc
38900,20150122,12,193,B-39311,4,4,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38901,20150122,12,193,B-42101,7,7,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38902,20150122,12,193,B-42203,5,5,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38903,20150122,12,193,B-42222,5,5,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38904,20150122,12,193,B-42225,6,6,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38905,20150122,12,193,B-42238,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38906,20150122,12,193,B-42518,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38907,20150122,12,193,B-42701,9,9,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38908,20150122,12,193,B-42921,3,3,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38909,20150122,12,193,B-42982,5,5,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38910,20150122,12,193,B-42983,5,5,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38911,20150122,12,193,B-43106,3,3,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38912,20150122,12,193,B-43129,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38913,20150122,12,193,B-43130,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38914,20150122,12,193,B-43132,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38915,20150122,12,193,B-43134,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38916,20150122,12,193,B-43135,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38917,20150122,12,193,B-43142,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38918,20150122,12,193,B-43152,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38919,20150122,12,193,B-43153,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38920,20150122,12,193,B-43154,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38921,20150122,12,193,B-43155,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38922,20150122,12,193,B-43158,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38923,20150122,12,193,B-43165,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38924,20150122,12,193,B-43167,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38925,20150122,12,193,B-43176,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38926,20150122,12,193,B-43190,3,3,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38927,20150122,12,193,B-43191,3,3,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38928,20150122,12,193,B-43265,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38929,20150122,12,193,B-43272,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38930,20150122,12,193,B-43338,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38931,20150122,12,193,B-43339,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38932,20150122,12,193,B-43349,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38933,20150122,12,193,B-43465,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38934,20150122,12,193,B-43467,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38935,20150122,12,193,B-43563,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38936,20150122,12,193,B-43564,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38937,20150122,12,193,B-43565,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38938,20150122,12,193,B-43566,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38939,20150122,12,193,B-43661,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38940,20150122,12,193,B-43662,2,2,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38941,20150122,12,193,B-43663,1,1,10.5,49,1,1,177,13:16.1,2015.01.22.Mtrc
38601,20141219,8,165,B-31726,3,0,13.25,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38602,20141219,8,165,B-41357,3,3,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38603,20141219,8,165,B-41546,3,3,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38604,20141219,8,165,B-41723,20,20,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38605,20141219,8,165,B-41893,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38606,20141219,8,165,B-42276,5,5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38607,20141219,8,165,B-42300,1,1,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38608,20141219,8,165,B-42587,3,3,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38609,20141219,8,165,B-42623,1,1,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38610,20141219,8,165,B-42661,13,13,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38611,20141219,8,165,B-42836,5,5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38612,20141219,8,165,B-42884,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38613,20141219,8,165,B-42890,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38614,20141219,8,165,B-42891,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38615,20141219,8,165,B-42952,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38616,20141219,8,165,B-42953,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38617,20141219,8,165,B-42954,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38618,20141219,8,165,B-42955,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38619,20141219,8,165,B-42956,0.5,0.5,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38620,20141219,8,165,B-42976,1,1,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38621,20141219,8,165,B-42986,13,13,13.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38622,20141219,9,165,B-42356,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38623,20141219,9,165,B-42359,8,8,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38624,20141219,9,165,B-42362,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38625,20141219,9,165,B-42425,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38626,20141219,9,165,B-42614,1,0,18,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38627,20141219,9,165,B-42615,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38628,20141219,9,165,B-42814,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38629,20141219,9,165,B-42815,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38630,20141219,9,165,B-42816,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38631,20141219,9,165,B-42817,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38632,20141219,9,165,B-42818,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38633,20141219,9,165,B-42819,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38634,20141219,9,165,B-42820,8,8,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38635,20141219,9,165,B-42822,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38636,20141219,9,165,B-42823,2,2,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38637,20141219,9,165,B-42824,1,1,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38638,20141219,9,165,B-42825,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38639,20141219,9,165,B-42826,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38640,20141219,9,165,B-42843,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38641,20141219,9,165,B-42866,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38642,20141219,9,165,B-42902,2,2,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38643,20141219,9,165,B-42977,2,2,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38644,20141219,9,165,B-42979,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38645,20141219,9,165,B-42988,3,3,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38646,20141219,9,165,B-42989,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38647,20141219,9,165,B-42990,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38648,20141219,9,165,B-42991,5,5,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38649,20141219,9,165,B-43027,2,2,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38650,20141219,9,165,B-43029,2,2,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38651,20141219,9,165,B-43070,0,2,18,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38543,20141219,5,165,B-39258,3,3,6,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38544,20141219,5,165,B-41832,5,5,6,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38545,20141219,5,165,B-42980,3,3,6,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38546,20141219,5,165,B-43096,5,5,6,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38547,20141219,6,165,B-39385,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38548,20141219,6,165,B-39386,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38549,20141219,6,165,B-39387,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38550,20141219,6,165,B-39931,2,2,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38551,20141219,6,165,B-41278,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38552,20141219,6,165,B-41443,0,0,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38553,20141219,6,165,B-41679,0.5,0,19,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38554,20141219,6,165,B-41681,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38555,20141219,6,165,B-41682,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38556,20141219,6,165,B-41683,0.5,0,19,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38557,20141219,6,165,B-41965,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38558,20141219,6,165,B-42449,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38559,20141219,6,165,B-42489,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38560,20141219,6,165,B-42500,2,0,19,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38561,20141219,6,165,B-42556,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38562,20141219,6,165,B-42617,3,3,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38563,20141219,6,165,B-42641,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38564,20141219,6,165,B-42827,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38565,20141219,6,165,B-42896,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38566,20141219,6,165,B-42901,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38567,20141219,6,165,B-42907,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38568,20141219,6,165,B-42911,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38569,20141219,6,165,B-42913,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38570,20141219,6,165,B-42923,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38571,20141219,6,165,B-42932,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38572,20141219,6,165,B-42933,0,0,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38573,20141219,6,165,B-42934,1,0,19,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38574,20141219,6,165,B-42935,0,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38575,20141219,6,165,B-42936,1,1,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38576,20141219,6,165,B-42937,1,0,19,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38577,20141219,6,165,B-42940,3,3,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38578,20141219,6,165,B-43000,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38579,20141219,6,165,B-43036,2,2,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38580,20141219,6,165,B-43038,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38581,20141219,6,165,B-43044,0,0,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38582,20141219,6,165,B-43067,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38583,20141219,6,165,B-43068,0.5,0.5,19,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38717,20141219,14,165,B-40531,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38718,20141219,14,165,B-40544,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38719,20141219,14,165,B-40545,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38720,20141219,14,165,B-40546,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38721,20141219,14,165,B-40547,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38722,20141219,14,165,B-41494,5,5,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38723,20141219,14,165,B-41586,5,5,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38724,20141219,14,165,B-41587,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38725,20141219,14,165,B-41591,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38726,20141219,14,165,B-41843,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38727,20141219,14,165,B-41844,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38728,20141219,14,165,B-41987,8,8,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38729,20141219,14,165,B-42165,5,5,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38730,20141219,14,165,B-42168,5,5,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38731,20141219,14,165,B-42572,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38732,20141219,14,165,B-42618,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38733,20141219,14,165,B-42619,8,8,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38734,20141219,14,165,B-42654,0,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38735,20141219,14,165,B-42655,0,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38736,20141219,14,165,B-42656,0,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38737,20141219,14,165,B-42914,0,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38738,20141219,14,165,B-42915,0,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38739,20141219,14,165,B-42916,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38740,20141219,14,165,B-42917,1,1,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38741,20141219,14,165,B-42931,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38742,20141219,14,165,B-42938,2,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38743,20141219,14,165,B-42961,5,5,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38744,20141219,14,165,B-42962,8,8,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38745,20141219,14,165,B-42963,8,8,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38746,20141219,14,165,B-42965,13,13,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38747,20141219,14,165,B-42966,5,5,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38748,20141219,14,165,B-42967,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38749,20141219,14,165,B-43146,2,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38750,20141219,14,165,B-43147,2,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38751,20141219,14,165,B-43148,2,2,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38752,20141219,14,165,B-43149,3,3,12,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38753,20141219,16,165,B-41721,13,13,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38754,20141219,16,165,B-41959,5,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38755,20141219,16,165,B-41960,2,2,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38756,20141219,16,165,B-41961,3,3,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38757,20141219,16,165,B-41962,2,2,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38758,20141219,16,165,B-41963,3,3,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38759,20141219,16,165,B-42048,0.5,0.5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38760,20141219,16,165,B-42208,3,3,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38761,20141219,16,165,B-42383,5,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38762,20141219,16,165,B-42415,2,2,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38763,20141219,16,165,B-42462,8,8,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38764,20141219,16,165,B-42544,5,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38765,20141219,16,165,B-42552,5,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38766,20141219,16,165,B-42553,5,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38767,20141219,16,165,B-42557,5,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38768,20141219,16,165,B-42837,1,0,10.25,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38769,20141219,16,165,B-42842,0.5,0,10.25,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38770,20141219,16,165,B-42892,0.5,0.5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38771,20141219,16,165,B-42920,5,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38772,20141219,16,165,B-42924,0.5,0.5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38773,20141219,16,165,B-42925,3,3,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38774,20141219,16,165,B-42926,0.5,0.5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38775,20141219,16,165,B-42946,2,2,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38776,20141219,16,165,B-42972,0.5,0.5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38777,20141219,16,165,B-42987,0.5,0.5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38778,20141219,16,165,B-42993,0.5,0,10.25,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38779,20141219,16,165,B-42994,0,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38780,20141219,16,165,B-42996,3,3,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38781,20141219,16,165,B-42997,0,3,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38782,20141219,16,165,B-42998,0,5,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38783,20141219,16,165,B-42999,3,3,10.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38784,20141219,16,165,B-43017,0.5,0,10.25,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38785,20141219,31,165,B-41718,5,5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38786,20141219,31,165,B-41722,5,5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38787,20141219,31,165,B-41726,5,5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38788,20141219,31,165,B-41730,3,3,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38789,20141219,31,165,B-42338,5,5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38790,20141219,31,165,B-42341,2,2,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38791,20141219,31,165,B-42346,5,5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38792,20141219,31,165,B-42648,3,3,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38793,20141219,31,165,B-42702,2,2,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38794,20141219,31,165,B-42844,1,1,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38795,20141219,31,165,B-42885,0.5,0.5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38796,20141219,31,165,B-42950,8,8,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38797,20141219,31,165,B-42958,0.5,0.5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38798,20141219,31,165,B-43009,5,5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38799,20141219,31,165,B-43024,0.5,0.5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38800,20141219,31,165,B-43025,5,5,8.5,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38801,20141219,34,165,B-40696,3,3,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38802,20141219,34,165,B-41815,0,0,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38803,20141219,34,165,B-41816,5,0,6.25,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38804,20141219,34,165,B-41817,2,2,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38805,20141219,34,165,B-42441,0,0,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38806,20141219,34,165,B-42517,3,3,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38807,20141219,34,165,B-42578,8,8,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38808,20141219,34,165,B-42698,0,0,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38809,20141219,34,165,B-42699,2,0,6.25,25,0,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38810,20141219,34,165,B-42918,2,2,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38811,20141219,34,165,B-42919,5,5,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38812,20141219,34,165,B-42981,0,0,6.25,25,1,1,174,32:04.3,R1.15 - WySTAR Release (2/21/2015)
38584,20141218,7,192,B-42867,20,20,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38585,20141218,7,192,B-42869,8,8,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38586,20141218,7,192,B-42870,20,20,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38587,20141218,7,192,B-42872,13,13,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38588,20141218,7,192,B-42873,20,20,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38589,20141218,7,192,B-42875,20,20,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38590,20141218,7,192,B-43012,20,20,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38591,20141218,7,192,B-43014,13,13,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38592,20141218,7,192,B-43015,5,5,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
38593,20141218,7,192,B-43018,13,13,3,19,1,1,174,32:04.3,CARS 2014 Release Plan
